@area,可住地面積１k�F当たり人口密度,昼夜間人口比率,外国人人口（人口１０万人当たり）,１５歳未満人口割合,１５〜６４歳人口割合,６５歳以上人口割合,未婚者割合（15歳以上人口）,人口増減率,転入超過率,転入率,転出率,核家族世帯割合,高齢夫婦のみの世帯の割合,高齢単身世帯の割合,総面積（都道府県面積に占める割合）,可住地面積割合,商業年間商品販売額［卸売業＋小売業］（従業者１人当たり）,商業年間商品販売額［卸売業＋小売業］（事業所当たり）,課税対象所得（納税義務者１人当たり）,標準財政規模（市町村財政）,小学校数（可住地面積100k�F当たり）,中学校数（可住地面積100k�F当たり）,高等学校数（可住地面積100k�F当たり）,就業者比率,第１次産業就業者比率（対就業者）,第２次産業就業者比率（対就業者）,第３次産業就業者比率（対就業者）,第２次産業及び第３次産業就業者比率（対就業者）,完全失業率,他市区町村への通勤者比率,他市区町村からの通勤者比率,高齢就業者割合［６５歳以上］,公民館数（人口100万人当たり）,図書館数（人口100万人当たり）,持ち家比率,空き家比率（対総住宅数）,１住宅当たりの延べ面積,小売店数（事業所・企業統計調査結果）（人口千人当たり）,飲食店数（事業所・企業統計調査結果）（人口千人当たり）,大型小売店数（事業所・企業統計調査結果）（人口10万人当たり）,百貨店数（事業所・企業統計調査結果）（人口10万人当たり）,一般病院数（人口10万人当たり）,一般診療所数（人口10万人当たり）,一般病院数（可住地面積100k�F当たり）,一般診療所数（可住地面積100k�F当たり）,介護老人福祉施設（65歳以上人口10万人当たり）
3210,442.4,95.7,516.2,9.874,53.001,36.593,21.9147,-15.2,-0.08,2.76,2.83,46.03,12.37,12.76,1.52,20.56666667,3436.5,201.9,2564.4,6686429,16.82333333,6.376666667,2.1,96.468,11.31,34.09,54.37,88.46,3.5,28.8,21.4,21.87,607.3,50.6,76.9,22.27,129.49,8.3,1.77,12.65,0,10.1,40.5,4.26,16.94,27.7
3211,848.4,107.5,426.6,9.915,54.329,35.444,23.87451,-7,-0.5,3.12,3.63,51.55,14.13,16.67,2.88,11.1,3766.3,219.7,2674.366667,10344292.67,18.55666667,10.31,4.123333333,95.791,4.24,33.07,62.52,95.58,4.2,7.5,22.9,18.6,394,27.2,60.8,23.36,98.44,10.37,5.325,12.23,1.36,10.9,57.1,8.36,42.12,15.3
3213,253.5,102.2,568.6,11.34,55.282,33.215,22.90769,-7.04,-0.59,2.46,3.05,51.55,11.98,12.81,2.75,25.96666667,3739.6,238.5,2423.733333,9880974.667,7.333333333,3.511666667,2.136666667,96.467,18.75,26.01,54.68,80.69,3.5,17.5,22.2,29.07,651.9,36.2,77.1,19.49,137.45,12.17,4.165,10.87,0,3.6,65.2,0.9,15.96,32.7
3214,124.8,95.5,413.6,9.687,54.134,36.153,22.0349,-8.11,-0.7,1.95,2.64,51.48,13.51,12.15,5.65,23.7,2010.3,114,2379.366667,11903177,4.89,1.956666667,0.49,95.893,23.27,25.18,51.44,76.62,4.1,23.8,19.6,28.97,0,37.9,84.2,24.8,147.36,9.905,3.055,9.485,0,7.6,56.9,0.96,7.04,31.5
3215,268.5,96.7,344.2,12.058,55.53,32.26,22.66137,-4.27,-0.33,2,2.33,51.27,11.2,10.7,6.5,45,2697.2,172.6,2564.666667,34991165,6.043333333,2.425,1.793333333,96.317,14.31,28.54,56.01,84.55,3.7,17.2,12.5,28.64,0,33.5,77.6,14.94,133.23,9.755,4.97,9.63,0.84,6.7,74.5,1.8,20.14,28.6
3216,624.9,86.3,200.1,14.37,63.668,21.38,26.78162,2.98,-0.08,4.14,4.22,59.56,9.47,6.55,1.19,48.6,3156.3,285.6,2603.583333,10479473.33,9.198333333,6.76,2.25,96.222,5.02,21.89,71.04,92.93,3.8,59.7,28.4,22.99,9,18,70.8,10.26,100.54,3.795,1.685,15.325,0,3.6,46.9,2.3,29.08,8.4
3301,132.8,92.9,164.9,10.688,55.751,33.514,23.45589,-5.83,-0.49,2.21,2.71,51.14,10.19,10.7,3.99,21.2,3583.9,229.8,2354.216667,6236599,6.206666667,0.773333333,0.773333333,96.651,18.18,19.64,60.69,80.33,3.3,38.2,30.2,31.28,294.4,58.9,86.3,14.61,141.43,8.305,3.915,11.78,0,11.8,70.7,1.54,9.18,17.6
3302,99.5,95.9,204.9,8.023,49.433,42.513,18.80679,-13.14,-0.93,2.1,3.03,49.53,16.59,17.69,2.85,14.76666667,1764.5,60,2253.216667,3728034,7.528333333,4.673333333,1.556666667,95.896,28.37,26.28,45.02,71.3,4.1,18.2,10.5,24.95,630.5,0,,,,13.005,3.705,0,0,15.8,47.3,1.6,5.02,37.1
3303,153.2,91.5,832.6,10.145,54.528,35.291,23.66493,-8.62,-1.06,2.07,3.13,50.19,12.63,12.76,2.36,24.8,1942.1,99.7,2418.45,5261099.333,5.965,3.73,1.12,96.321,26.92,26.2,46.69,72.88,3.7,35.3,23.6,28.23,657.3,73,,,,9.935,2.59,14.61,0,0,94.9,0,14.5,41.4
3321,321.4,81.6,162.5,12.697,57.846,28.083,23.0318,-2.02,0.16,3.06,2.91,57.2,10.34,8.39,1.56,42.23333333,4140.4,265.1,2542.033333,8187183,10.89333333,2.973333333,0.99,96.188,14.66,19.98,65.16,85.14,3.8,52.4,22.5,30.41,306.6,30.7,86.1,9.74,143.83,7.56,2.56,13.795,0,0,55.2,0,17.82,32.8
3322,538.3,104,173.4,13.079,63.057,23.582,26.31534,1.74,0.67,4.43,3.76,55.09,8.23,5.82,0.44,76.46666667,7409,785.1,2755.05,6506795,7.773333333,3.883333333,1.94,96.439,8.89,16.76,73.97,90.73,3.6,55.8,62.1,26.92,36.1,0,66,12.77,119.8,6.935,2.37,10.84,0,7.2,68.6,4.28,37.32,15.3
3366,54.9,98.6,102,7.806,45.255,46.939,16.37135,-10.94,-1.31,1.73,3.04,44.25,17.64,17.32,3.87,18.3,2137.8,91.9,2383.45,4261600.333,1.85,1.85,0.923333333,97.52,22.12,23.09,54.69,77.78,2.5,13.7,11.9,28.99,1360.5,0,,,,11.985,4.59,17.01,0,17,119,0.9,5.9,72.5
3381,147.5,115.8,723.5,12.771,58.899,28.311,23.97798,-2.63,-0.28,3.47,3.76,48.25,8.71,7.5,1.18,60.36666667,3406.6,278.2,2587.116667,5217695,4.606666667,0.923333333,0.923333333,97.157,16.78,33.35,46.85,80.2,2.8,41.8,73.3,30.67,440.4,62.9,79.6,16.24,145.8,6.67,2.455,15.725,6.29,0,69.2,0,10.32,44.4
3402,240.6,88.2,394,11.413,53.66,34.901,22.34501,-5.72,-0.5,2.48,2.97,47.95,10.85,9.44,0.41,51.6,2315.3,148.5,2383.8,2911184.667,6.12,3.06,0,96.793,14.33,28.76,56.76,85.52,3.2,52.2,36.1,29.79,254.2,127.1,,,,12.395,5.85,31.775,0,0,25.4,0,7.34,36.4
3441,166.2,93.3,1538.5,8.427,50.192,41.346,21.71505,-7.59,-1.05,2.2,3.25,45.48,13.24,13.33,2.19,10.3,1612.9,56.9,2322.533333,3096992.333,5.803333333,5.803333333,2.903333333,96.873,19.75,33.23,46.95,80.18,3.1,34.9,22.5,24.27,1049,0,,,,9.965,1.66,0,0,0,87.4,0,9.86,42.3
3461,524,93.8,306.1,10.145,55.745,34.093,23.92005,-23.02,-0.48,3.16,3.65,50.26,13.19,14.57,1.31,11.8,2359.5,118,2554.533333,4093120,5.716666667,5.716666667,4.233333333,95.545,6.17,38.52,54.78,93.29,4.5,33.4,22.5,20.95,850.4,85,,,,8.845,2.68,8.5,0,0,68,2.46,29.94,49.9
3482,618.4,92.5,246.4,10.457,54.139,35.404,24.07708,-14.99,-0.95,2.5,3.44,50.88,13.66,14.26,1.72,9.966666667,2178,126.3,2487.6,4850091,34.36333333,7.64,3.816666667,95.032,12.67,32.42,54.65,87.07,5,28,16.9,23.34,252.7,63.2,80.7,27.9,118.7,8.21,3.095,9.48,0,0,31.6,2.28,14.58,17.8
3483,132.5,102,386.1,9.613,49.7,40.687,21.6751,-8.91,-0.8,2.42,3.22,49.12,15.06,18.45,6.5,7.233333333,1504.9,52.4,2310.15,5671179,15.355,7.003333333,1.403333333,96.491,25.5,23.34,51.16,74.5,3.5,8.4,13,28.97,0,101.6,,,,15.09,3.2,0,0,10.2,71.1,1.36,9.76,0
3484,157,97.7,202,11.108,51.616,37.276,21.02014,-9.81,-0.14,2.25,2.39,50.58,12.35,13.13,1.02,13.83333333,1747.3,67.7,2322.866667,2269558.333,4.623333333,4.623333333,0,95.6,24.4,26.75,48.79,75.55,4.4,21.7,22.1,27.63,0,0,,,,7.645,1.73,0,0,0,86.6,0,13.84,77.4
3485,296.4,94.2,250.4,9.839,52.88,37.281,21.23859,-9.49,-0.97,1.72,2.68,50.66,13.32,12.1,0.46,15.36666667,2206.5,78.2,2325.65,1747528.667,9.406666667,9.406666667,0,96.37,19.4,32.2,48.12,80.31,3.6,26.3,19.8,25.82,0,0,,,,12.165,4.65,17.89,0,0,71.6,0,19.04,96
3501,160.7,93.5,610.7,9.975,53.616,36.408,22.15476,-8.58,-0.84,1.78,2.61,49.77,12.53,13.53,1.61,23.73333333,3808.9,157.3,2238.116667,3904751.333,5.136666667,1.713333333,1.713333333,95.867,27.33,27.31,45.32,72.63,4.1,29.4,19,28.19,321.4,107.1,,,,9.535,1.93,0,0,10.7,64.3,1.7,10.24,58.9
3503,351.9,91.7,241,10.46,54.495,34.996,19.60097,-10.43,-0.7,2.68,3.37,55.34,14.82,11.35,0.53,13.2,1480.1,68.4,2507.85,2018759.333,9.413333333,9.413333333,9.413333333,94.123,15.01,30.21,54.63,84.84,5.9,39,22.4,21.56,0,241,,,,10,1.93,0,0,0,72.3,0,27.92,68.9
3506,167.9,97.8,272.8,10.656,50.503,38.841,17.29998,-9.87,-0.56,1.6,2.17,48.69,15.01,13.29,0.88,26.1,1758.1,62.6,2121.933333,2706872.333,14.31,2.86,2.86,94.533,32.26,24.35,43.25,67.6,5.5,27.9,24.9,30.51,170.5,0,,,,10.74,1.36,0,0,0,51.2,0,8.6,43.9
3507,244.9,85.7,353.4,10.669,53.633,35.698,21.76013,-6.81,-0.83,2.07,2.9,52.6,13.4,13.91,1.98,21.43333333,1611.8,66.2,2423.733333,6753679.333,12.35333333,6.176666667,3.09,95.076,20.13,30.18,49.61,79.78,4.9,39,11.5,23.49,59.9,119.8,90.8,20.19,157.77,9.585,2.01,0,0,6,30,1.56,7.98,33.6
3524,154.5,100,1014,9.374,53.247,37.379,25.45299,-8.94,-0.77,2.23,3,50.94,13.81,15.48,1.96,26.9,1535,74.4,2327.15,5094390.667,8.046666667,4.113333333,1.24,96.26,20.4,25.48,53.93,79.4,3.7,28.1,28.4,23.11,309.6,77.4,,,,12.31,2.71,11.61,0,7.7,61.9,1.26,10.4,20.7
4100,3169.6,106.1,822.2,11.949,62.364,21.657,31.00974,3.46,0.11,6.12,6.01,48.3,8.52,9.04,10.8,43.46666667,8408.2,815.2,3388.6,262951655.3,37.76166667,21.125,10.24333333,95.079,0.78,16.07,80.53,96.6,4.9,45.8,56.2,18.21,55.4,7.4,46.7,11.1,78.31,7.415,4.865,16.31,1.25,4.6,82.1,14.16,262.52,18.8
4101,3242.6,133.1,1576.8,10.996,65.044,21.278,35.75689,6.43,0.27,6.33,6.06,41.36,7.52,9.63,4.15,31.5,12151.2,1135.7,,,35.70666667,22.23166667,12.6,95.482,0.46,13.64,82.51,96.14,4.5,27.3,90.1,18.66,54.8,6.4,43.8,13.34,73.97,10.075,9.935,16.115,2.095,6.1,114.4,19.96,380.04,25.8
4102,3584.6,111,665.7,12.354,61.247,19.632,30.51773,2.28,-0.1,7.06,7.17,46.56,6.83,10.03,0.8,93.46666667,8322.4,903,,,37.39333333,20.23,11.03166667,94.921,0.72,16.19,80.2,96.39,5.1,47.4,71.9,17.73,51.3,10.3,37.6,10.62,71.48,6.745,3.22,18.73,0.51,5.1,66.2,17.32,238.02,15.7
4103,2757.1,102.1,559.6,11.519,61.926,21.135,31.08806,0.9,0.57,6.95,6.38,45.82,7.37,9.34,0.7,95.46666667,8018.6,792.4,,,30.54333333,16.47333333,10.29666667,94.641,1.18,18.14,78.26,96.4,5.4,51.3,56.2,19.06,44.9,7.5,41.3,10.46,74.91,6.89,3.065,13.105,0,3,69.7,9.06,195.66,10.6
4104,3266.5,82.7,496.4,12.78,61.848,23.213,28.8018,2.84,0.25,5.65,5.4,53.93,9.67,8.9,3.14,30.8,3504.8,313.4,,,41.48,19.90666667,7.113333333,94.602,1.01,17.03,80.02,97.06,5.4,57,22.1,17.52,61.7,4.4,50.7,11.11,82.12,5.41,2.385,15.21,1.1,4.4,67.9,12.54,222.02,15.2
4105,2948.4,90.1,386.1,12.345,60.341,22.711,26.8853,2.66,-0.34,4.95,5.29,57.81,11.53,6.94,2.01,49.93333333,4267.7,399.5,,,41.92666667,24.60666667,9.573333333,95.446,0.76,17.03,80.03,97.07,4.6,54.6,31.2,18.24,60,9.2,60.2,7.7,90.72,6.615,2.8,17.525,1.615,3.2,72.4,9.28,210.98,20.3
4202,611.2,102.8,463.3,11.487,57.751,30.057,24.71175,-8.46,-0.26,2.59,2.86,51.96,11.43,10.95,7.618333333,43.4,3009.3,239.3,2883.9,39612736.67,14.60166667,8.096666667,3.39,94.618,7.66,29.16,61.22,90.38,5.4,16.5,23.1,19.35,828.7,6.8,64.4,19.02,108.07,8.535,3.12,14.605,2.38,3.4,65.9,2.34,40.02,31.6
4203,3668.7,91.1,498.3,10.658,57.704,31.137,26.47691,-4.08,-0.23,3.25,3.48,59.05,12.78,12.08,0.24,84.8,3581.1,172.9,2723.05,12120719,47.49666667,33.93,6.783333333,93.902,1.02,24.83,72.67,97.5,6.1,56.5,41.5,18.46,36.9,18.5,73.6,11.11,107.87,9.975,5.74,12.915,0,5.5,79.4,20.36,283.56,5.9
4205,706.7,102.1,389.3,10.123,54.262,34.943,22.32052,-11.57,-0.57,2.19,2.76,48.53,12.43,11.24,4.57,27.5,4152.6,278.1,2684.05,18224598,17.69,12.76833333,5.106666667,94.275,7.1,26.25,64.69,90.93,5.7,8.1,12.6,19.95,307.7,46.2,67.6,17.73,123.82,9.705,3.695,10.77,1.54,6.2,50.8,4.36,36.52,22
4206,382.1,98.4,354.4,10.978,56.719,31.753,25.22485,-5.75,-0.75,2.29,3.04,54.98,12.45,10.07,3.93,31.93333333,3612.2,242.9,2544.983333,9393694.333,16.03666667,7.286666667,2.19,94.79,6.67,33.79,59.21,92.99,5.2,34.6,29.8,19.71,255.2,28.4,73.1,14.75,119.9,9.4,4.04,11.34,0,5.7,79.4,2.2,30.16,26.8
4207,1086.6,95.4,401.7,15.608,63.119,20.732,25.31384,4.83,1.18,5.66,4.47,63.67,9.09,6.45,1.35,71.96666667,3539.4,378.1,3173.616667,15578789.67,15.09333333,6.606666667,2.83,95.627,3.44,22.24,72.34,94.59,4.4,60.4,49.5,20.16,143.5,13,65.8,10.96,104.79,7.6,2.785,23.48,1.3,2.6,65.2,2.8,72.74,18.9
4208,331.4,102.2,463.9,11.65,56.657,31.421,24.54304,-3.69,-0.2,2.83,3.03,53.72,12.01,9.5,2.03,61.7,2131.6,135,2620.933333,7767406.333,8.786666667,3.296666667,1.1,95.772,7.63,38.37,51.76,90.13,4.2,41.6,49.4,20.95,298.2,33.1,80.3,13.1,132.43,8.65,3.86,13.25,3.31,9.9,53,3.3,17.16,42.2
4209,3247.7,89.2,533,14.122,63.827,22.048,27.71244,-1.53,-0.33,6.16,6.5,60.1,9.54,7.7,0.27,97.1,2958.8,270.7,2973.533333,12374585.67,31.39333333,20.92666667,10.46666667,95.291,1.11,20.5,74.82,95.32,4.7,64.1,39.3,19.61,48.3,16.1,55.4,9.72,89.61,5.7,3.57,16.905,1.61,1.6,61.2,5.2,197.72,7.3
4211,961.4,99.2,440.9,14.425,61.753,23.3,26.70415,1.11,0.45,5.07,4.62,59.34,9.75,7.18,0.83,76.76666667,4638.9,399.5,2915.133333,9269710.667,8.623333333,8.623333333,2.156666667,94.989,2.34,27.38,68.2,95.58,5,56.1,58.7,20.23,55.95,67.1,61.9,10.61,102.39,6.445,4.065,12.31,2.24,6.7,69.4,6.5,66.82,9.6
4212,267.8,94.6,302.6,11.867,56.941,30.887,22.68734,-2.39,-0.39,2.05,2.44,46.04,8.99,8.93,7.36,57.15,2622.3,152.8,2528.633333,27650593.67,7.183333333,3.266666667,1.086666667,96.476,12.42,28.97,52.73,81.7,3.5,21.1,13,26.62,207.4,24.4,79.2,11.5,143.26,10.475,4.21,7.32,2.44,6.1,63.4,1.42,17.16,27.7
4213,193.1,97.6,427.7,10.378,52.768,35.854,20.81719,-6.71,-0.36,1.85,2.21,45.22,12.24,11.41,11.05,45.6,2128.3,114.3,2508.716667,28160925.67,3.636666667,2.321666667,1.086666667,95.857,14.36,27.32,55.77,83.09,4.1,20.3,17.2,23.5,300.4,14.3,84.1,12.75,148.7,11.155,3.905,10.01,2.86,7.2,68.7,1.4,13.42,31.9
4214,552.3,85.9,207.6,13.584,59.945,26.145,24.35772,-7.92,0.38,4.17,3.79,57.24,10.74,8.72,1.39,71.86666667,2550.2,189,2763.883333,10160660,11.45333333,4.118333333,2.746666667,94.526,7.78,26.13,65.77,91.9,5.5,51.2,26.3,19.66,0,25.3,73.2,12.11,120.31,5.645,2.655,10.13,3.795,5.1,53.2,2.74,30.52,19.4
4215,356.9,97.4,482,12.834,59.85,26.925,25.16977,-1.3,-0.23,2.81,3.03,51.12,8.96,9.12,10.94,46.96666667,3049.5,197.6,2696.95,36530247.33,7.486666667,3.473333333,2.403333333,95.426,8.2,29.4,60.21,89.6,4.6,28.1,23.6,23.15,209.9,7.5,65.4,13.62,114.79,9.605,4.435,12.37,2.25,9,61.5,3.2,21.68,13.9
4216,1894.6,77.2,259.7,18.656,63.478,17.615,23.39073,9.67,0.6,4.3,3.69,73.85,9.95,4.46,0.68,56,4234.9,424.6,3308.666667,8931175.333,28.44166667,18.16,3.63,96.392,1.13,22.9,75.12,98.02,3.6,70.5,31.1,22.35,116.3,0,79.3,4.87,108.47,4.865,2.065,17.445,2.91,3.9,48.5,7.24,93.76,22
4301,184,98.3,397.9,11.367,55.375,33.233,23.33118,-4.39,-0.29,3.01,3.3,49.91,12.68,9.74,2.1,44,3240,142.3,2475.933333,3988629.333,7.436666667,4.46,1.483333333,95.834,13.66,30.53,54.4,84.93,4.2,44,45,24.33,487.2,81.2,,,,8.89,4.51,0,0,8.1,56.8,1.5,10.44,97.7
4302,47.9,100.9,684.5,6.845,47.023,46.133,22.48347,-13.75,-1.03,3.15,4.18,46.99,17.2,22.52,3.61,11.6,535.5,21.7,2342.35,1549951,3.28,3.28,6.55,96.682,20.59,24.51,54.9,79.41,3.3,25,30.9,16.91,6160.2,0,,,,15.4,4.45,0,0,0,205.3,0,9.8,148.4
4321,1330.2,94.1,323.6,13.799,60.589,25.082,25.41423,1.14,-0.25,4.07,4.32,57.59,10.52,8.62,0.34,71.53333333,2668.6,197.7,2753.583333,5008590.333,16.79,11.19333333,11.19333333,95.425,2.61,32.38,63.91,96.29,4.6,60.7,48.7,18.28,84,0,62.8,12.32,107.39,11.89,5.085,16.81,4.2,4.2,71.4,5.6,94,33.5
4322,311.9,99.9,304.3,10.956,58.16,30.667,24.7912,-4.12,-0.47,2.75,3.22,51.12,10.24,8.17,1.08,46.93333333,2519.6,141.1,2471.533333,3629722.667,5.433333333,5.433333333,2.716666667,93.629,8.77,35.54,55.36,90.9,6.4,53.1,55.5,23.79,608.6,0,,,,8.39,2.565,8.69,0,0,86.9,0,25.54,28.4
4323,1124.5,91.3,344.1,12.152,61.758,25.809,29.96932,0.47,0.15,4.25,4.1,55.69,11.49,7.29,0.74,65.03333333,2881.7,226.9,2672.566667,7842735.667,17.08333333,8.543333333,2.846666667,93.009,2.42,33.59,63.87,97.46,7,56.9,39.3,17.19,126.5,25.3,64.9,10.85,104.9,5.895,3.075,17.71,2.53,2.5,58.2,2.8,65.48,29.4
4324,146.7,90.6,294.5,9.796,56.562,33.632,23.71938,-8.13,-1.12,2,3.12,51.1,11.47,8.96,3.72,23.23333333,1767.1,55.3,2317.466667,3385168.667,6.353333333,3.173333333,1.586666667,95.329,10.24,32.39,57.27,89.65,4.7,37.9,24.9,26.18,981.8,0,,,,11.51,3.105,0,0,21.8,43.6,3.2,6.34,32.4
4341,171.7,88.1,701.4,9.762,52.734,37.418,22.71127,-9.86,-0.94,1.8,2.74,49.76,13.15,11.81,3.75,29.8,1479.9,61.2,2478.133333,5139169.667,11.265,1.23,1.23,95.146,12.83,40.45,46.03,86.49,4.9,47.2,25.1,22.4,0,71.6,,,,9.77,2.22,3.58,0,7.2,42.9,1.2,7.14,38.3
4361,545.7,83.2,241.2,12.576,59.263,27.869,24.6138,-3.6,0.38,3.52,3.13,60.49,12.16,7.73,1.01,83.68333333,2508.6,175.6,2672.85,7066111,9.741666667,6.495,1.62,94.595,7.22,31.39,60.23,91.62,5.4,56.9,27.9,20.38,119.1,29.8,82.7,10.84,124.98,6.28,1.865,13.4,0,0,77.4,0,40.88,42.7
4362,289.8,94.8,406,9.265,54.024,36.614,24.3653,-26.28,-0.71,3.49,4.21,51.72,15.63,12.37,0.89,66.13333333,2437.1,130.6,2526.95,4032817.333,9.363333333,4.683333333,0,93.944,9.12,34.75,54.4,89.15,6.1,48.3,43.6,20.47,162.4,0,,,,5.97,1.87,0,0,8.1,32.5,2.34,10.28,22.2
4401,555.9,87.5,221.9,9.535,55.176,35.247,25.22467,-4.4,0.28,3.35,3.07,56.08,14.26,11.24,0.74,48.46666667,1436.8,70.6,2591.95,3861967,11.56333333,3.853333333,3.853333333,93.327,5.21,21.48,72.82,94.3,6.7,58.6,33.1,21.27,69.3,0,,,,9.5,4.68,3.465,0,6.9,34.7,3.9,16.96,19.7
4404,1675.8,68.6,262.7,12.133,61.227,26.641,25.29164,-8.64,-0.43,3.24,3.67,63.22,11.75,7.09,0.18,84.66666667,2235.8,111.5,2788.533333,4105122.333,26.87,17.91666667,0,92.59,2.96,26.84,69.57,96.41,7.4,74.6,16.9,18.72,107.2,0,77.7,8.88,114.12,4.29,0.915,2.68,0,0,32.2,0,53.78,20.1
4406,1612.7,84.2,301.4,15.426,63.458,20.254,23.76563,5.42,-0.14,4.09,4.22,68.72,9.47,5.69,0.62,50.3,2861.1,288.5,3126.95,6751082.333,26.56666667,13.28666667,4.426666667,95.756,1.9,22.84,74,96.84,4.2,69.4,42.2,20.54,27.9,27.9,76.6,3.58,114.05,5.33,2.26,11.16,5.58,5.6,47.4,8.88,75.42,27.6
4421,454.3,113.9,424.9,15.132,62.321,21.074,26.25981,13.46,1.66,6.47,4.82,50.7,5.68,6.54,3.1,28.2,4266.5,339.7,2863.5,7173545.333,9.98,3.146666667,1.576666667,95.861,4.78,30.75,62.68,93.43,4.1,52.5,79.3,20.72,1487,0,57.2,7.4,108.6,7.03,3.63,10.62,3.54,3.5,53.1,1.6,23.64,50.4
4422,185.1,95.8,358.4,11.493,55.795,32.712,22.13658,-6.24,-0.79,1.97,2.76,45.99,10.02,8.07,1.13,55.1,2808.7,147.2,2481.583333,2909034,2.21,2.21,0,95.754,11.98,27.64,60.28,87.92,4.2,55.2,52.8,22.83,2747.9,0,,,,7.23,2.15,0,0,0,35.8,0,6.6,73
4424,185,173.8,894.3,14.15,56.549,26.109,23.1881,6.92,1.26,4.23,2.96,48.34,8.55,6.14,0.83,52.23333333,9945,945.9,2513.533333,2499221,3.173333333,3.173333333,0,96.881,12.57,32.97,51.71,84.68,3.1,51.5,200.1,31.3,175.3,0,,,,4.47,2.015,0,0,0,70.1,0,12.76,134.3
4444,155.5,90.5,773.7,12.807,57.088,30.105,22.54995,-2.6,0.28,3,2.72,40.63,6.91,6.5,1.5,42.6,3188.5,101.1,2468.9,2978721.667,2.15,2.15,2.15,97.28,19.21,34.28,46.43,80.72,2.7,52.4,36.8,27.31,138.2,0,,,,5.805,2.28,0,0,13.8,13.8,2.1,2.1,91.8
4445,181.2,95.1,408.5,11.355,55.595,33.008,21.61931,-6.99,-1.14,1.94,3.08,46.47,10.97,9.32,6.33,28.53333333,1680,90.3,2522.066667,9011464,6.711666667,2.276666667,0.76,95.963,14.3,34.17,49.14,83.31,4,34.4,28.5,25.23,379.1,84.2,82.7,12.83,138.31,11.705,3.62,16.85,4.21,0,67.4,0,12.14,38.3
4501,281.4,91.8,239.5,10.862,57.039,32.082,23.82844,-4.53,-0.34,2.74,3.08,52.16,11.59,10.82,1.13,72.26666667,2868.2,222.7,2386.483333,4777769,5.613333333,1.963333333,1.683333333,94.527,13.72,31.46,54.65,86.11,5.5,50.3,35.9,22.28,119.8,0,84.3,14.52,143.52,9.04,3.35,17.96,5.99,12,47.9,3.4,12.48,37.3
4505,332.2,85.9,281.7,11.347,56.905,31.748,23.22736,-1.34,0.52,3.26,2.74,54.11,11.73,9.95,1.03,99.8,5270.1,403.4,2602.166667,6995427,8.02,4.01,2.67,95.834,11.35,26.72,61.75,88.47,4.2,57.4,31,22.13,0,80.5,83,12.5,138.97,6.22,3.4,8.05,4.02,8,48.3,2.7,15.22,25.3
4581,714.9,129.2,1563,8.746,57.673,33.565,24.9567,-36.98,-3.58,3.05,6.63,44.11,14.44,13.24,0.9,14.2,4335.2,318.3,3014.116667,3578134.667,10.80166667,10.80166667,0,96.662,10.83,39.99,49,88.99,3.3,20.5,78.7,23.19,0,0,,,,8.605,2.45,0,0,0,31.6,0,21.7,47
4606,335.6,104.7,517.4,10.307,56.225,33.452,23.0158,-29.03,-2.17,2.26,4.44,45.21,9.1,9.23,2.24,22.8,4892.9,249.5,2625.9,5237727.333,13.42,5.37,2.683333333,96.432,21.09,31.29,43.56,74.86,3.6,19.4,30.2,25.01,323.4,80.8,,,,7.235,1.575,0,0,0,40.4,1.62,12.4,48.3
5201,1099.8,104.4,362.6,11.056,58.961,28.09,25.23282,-2.41,-0.2,2.8,2.99,54.88,11.77,11.38,7.79,31.96666667,4131.7,342.8,2903.1,71963872.33,15.2,9.21,4.84,95.598,2.06,16.04,78.49,94.53,4.4,5.2,13.1,17.05,11.1,25.3,66.2,13.22,103.21,8.935,5.225,18.525,1.58,5.1,89.6,5.6,97.34,21.4
5202,315.2,104.6,283.2,9.242,51.496,36.996,20.09843,-7.37,-0.35,2.18,2.53,52.14,14.57,15.42,3.67,40.76666667,2522.6,155.7,2518.5,15553664.33,6.706666667,3.928333333,2.873333333,94.646,8.5,23.02,66.65,89.67,5.4,12.1,20.1,19.52,319.75,18.3,79.9,17.37,129.98,11.695,6.495,16.445,1.83,9.1,96.8,2.9,30.36,14.8
5203,291.7,101.8,305.9,10.635,53.981,35.054,19.54749,-6.27,-0.54,1.75,2.29,48.95,12.62,10.35,5.95,45.53333333,2803.2,177.6,2501.783333,31614653.67,5.755,2.43,1.9,96.225,16.18,24.8,58.65,83.45,3.8,14,17.2,25.43,390.5,65.1,82,11.59,147.79,11.945,4.805,11.935,3.25,3.3,87.9,0.96,25.26,37.1
5204,388.5,101.5,219.8,10.309,53.596,35.792,21.55059,-6.04,-0.39,2.05,2.45,52.28,13.38,13.82,7.85,20.9,3375.5,232.6,2485.566667,21808998,8.893333333,4.885,1.92,95.427,6.92,27.85,63.99,91.84,4.6,7.2,9.9,19.24,417.9,53.9,78.7,13.47,129.39,9.545,4.735,17.53,2.7,6.7,63.4,2.6,24.6,30.1
5206,245.3,94.5,176.2,7.774,51.073,41.107,21.24233,-12.14,-0.82,1.84,2.66,57.54,18.4,16.3,2.07,48,1798.8,106.2,2362.733333,10427853.67,5.621666667,3.46,1.73,94.312,13.61,22.95,62.35,85.3,5.7,26.7,16.3,20.83,387.7,35.2,86.9,19.24,140.62,10.52,4.07,15.86,0,3.5,84.6,0.9,21.42,34.3
