@area,可住地面積１k�F当たり人口密度,昼夜間人口比率,外国人人口（人口１０万人当たり）,１５歳未満人口割合,１５〜６４歳人口割合,６５歳以上人口割合,未婚者割合（15歳以上人口）,人口増減率,転入超過率,転入率,転出率,核家族世帯割合,高齢夫婦のみの世帯の割合,高齢単身世帯の割合,総面積（都道府県面積に占める割合）,可住地面積割合,商業年間商品販売額［卸売業＋小売業］（従業者１人当たり）,商業年間商品販売額［卸売業＋小売業］（事業所当たり）,課税対象所得（納税義務者１人当たり）,標準財政規模（市町村財政）,小学校数（可住地面積100k�F当たり）,中学校数（可住地面積100k�F当たり）,高等学校数（可住地面積100k�F当たり）,就業者比率,第１次産業就業者比率（対就業者）,第２次産業就業者比率（対就業者）,第３次産業就業者比率（対就業者）,第２次産業及び第３次産業就業者比率（対就業者）,完全失業率,他市区町村への通勤者比率,他市区町村からの通勤者比率,高齢就業者割合［６５歳以上］,公民館数（人口100万人当たり）,図書館数（人口100万人当たり）,持ち家比率,空き家比率（対総住宅数）,１住宅当たりの延べ面積,小売店数（事業所・企業統計調査結果）（人口千人当たり）,飲食店数（事業所・企業統計調査結果）（人口千人当たり）,大型小売店数（事業所・企業統計調査結果）（人口10万人当たり）,百貨店数（事業所・企業統計調査結果）（人口10万人当たり）,一般病院数（人口10万人当たり）,一般診療所数（人口10万人当たり）,一般病院数（可住地面積100k�F当たり）,一般診療所数（可住地面積100k�F当たり）,介護老人福祉施設（65歳以上人口10万人当たり）
1100,4433.5,100.4,451.8,11.32,63.283,24.767,29.83508,2.03,0.42,6.19,5.78,53.63,10.72,11.37,1.43,39.23333333,6468,702.8,3093.25,491063443,46.65,24.46166667,11.98666667,94.555,0.45,14.04,76.5,90.53,5.4,47.8,48.4,17.01,0.5,5.85,48.6,11.93,80.3,5.815,4.51,18.745,1.59,9.2,67.5,40.54,303.18,12.2
1101,8856.8,162.7,795.8,10.099,67.475,21.267,36.29654,7.92,1.39,9.02,7.63,39.98,7.24,10.93,0.06,57.8,11449,1206.9,,,62.70833333,39.73666667,29.80666667,94.647,0.26,8.34,78.45,86.79,5.4,25.3,165.6,18.96,0,6.3,39.4,18.35,66.96,13.67,17.74,31.145,3.79,13.9,143.9,127.42,1314.34,7.9
1102,4515.3,95.9,709,11.536,62.719,24.169,30.80597,2.35,0.46,5.65,5.19,52.53,10.65,11,0.08,99.4,4645,499.9,,,49.58666667,25.84666667,14.505,94.885,0.54,15.91,74.77,90.68,5.1,48.3,35.1,17.9,0,3.5,51.3,10.42,82.41,4.925,3.31,16.995,0.7,6.7,61.3,30.1,278.52,11.6
1103,4598.2,94.6,428,11.728,64.259,23.461,30.39551,2.36,0.57,6.1,5.53,52.8,9.78,11.31,0.07,100,4641.5,533.9,,,48.86666667,26.33,11.41,94.535,0.47,15.9,74.51,90.4,5.5,45.1,34.2,17.35,0,3.8,41.3,11.02,77.22,5.13,2.31,19.09,1.72,8.8,52.7,38.62,241.6,11.4
1104,6090.8,98.6,283.9,11.256,65.31,22.845,31.27262,2.61,0.21,6.67,6.45,49.24,8.61,11.4,0.04,99.8,6372.6,669.3,,,58.12,23.25,8.72,94.256,0.33,15.99,72.35,88.35,5.7,47,46.8,18.04,0,4.8,36,11.82,70.69,5.095,2.8,13.595,0.48,8.6,50.1,52.3,320.24,10.4
1105,7851.1,88.8,512.2,10.915,65.287,23.534,32.14211,3.08,0.39,7.37,6.98,49.2,9.24,11.29,0.06,57.93333333,3927.2,416.6,,,82.22333333,41.11333333,22.42666667,94.511,0.34,11.03,77.68,88.71,5.5,55.3,26.5,17.16,4.6,4.6,40.5,14.18,70.89,4.2,2.52,16.005,1.14,6.4,60.8,51.32,496.76,13.6
1106,1244.2,87.9,309.5,10.108,57.793,31.769,25.94519,-3.52,-0.13,5.38,5.51,61.6,15.73,14.26,0.84,17.3,1960.1,196.8,,,18.62333333,9.236666667,5.276666667,94.871,0.82,11.36,80.65,92.01,5.1,47.3,19.4,17.17,0,7.1,65.6,13.35,99.49,4.14,2.64,17.355,0.71,9.9,56,11.76,68.8,8.9
1107,7397.9,89.5,265,11.631,62.465,25.689,28.46785,1.11,0.24,5.58,5.34,57.83,11.59,11.82,0.1,38.2,5187.1,584.7,,,69.64666667,34.82666667,10.44333333,94.224,0.36,14.6,77.69,92.29,5.8,51.9,31.7,15.98,0,9.4,56.4,10.39,85.62,4.915,3.255,15.215,1.87,9.8,59.9,73.06,440.62,10.9
1108,5523.9,91.9,319.3,10.95,60.961,27.952,25.80754,-0.56,0.07,5.15,5.08,64.66,14.42,12.26,0.03,94.9,3639.6,416.3,,,64.11,38.89666667,17.29,94.031,0.48,13.75,79.95,93.7,6,58.1,40,14.67,0,7.8,52.6,6.94,85.76,4.69,2.17,16.045,1.175,12.5,65.7,69.14,361.32,14
1109,3957.3,85.1,183.7,12.317,60.027,27.348,24.73814,0.97,0.22,4.47,4.25,66.33,14.32,10.25,0.07,62.86666667,2589.2,288.9,,,44.85666667,25.23333333,8.413333333,94.262,0.43,18.97,75.87,94.84,5.7,56.9,21.9,14.41,0,7.1,66.9,7.88,95.41,4.115,2.225,19.86,2.13,8.5,55.3,33.64,218.14,15.6
1110,3856.2,85,345.6,13.358,61.145,25.284,24.58729,-0.77,0.04,4.26,4.21,70.58,14.36,9.48,0.08,50.23333333,3100,369.3,,,49.88,26.60666667,13.30333333,95.434,0.68,15.57,76.63,92.2,4.6,57,24.5,16.85,0,8.6,69.2,5.47,103.2,4.74,2.155,21.17,2.16,7.8,47.5,29.94,187.6,23.9
1202,2071.3,102.8,289.9,10.2,57.205,32.307,25.73142,-4.71,-0.33,3.38,3.72,53.93,13.15,16.29,0.86,18.43333333,3673.3,271.4,2762.8,70843214,38.00166667,23.03666667,12.13,94.703,3.53,16.64,73.84,90.48,5.3,7.8,12.6,18.57,9.4,3.8,57.2,16.57,89.82,9.815,6.81,15.79,1.88,10.5,80.8,22.34,170.58,18.6
1203,1518.5,101.9,337.1,9.162,53.572,37.105,25.44672,-7.58,-0.73,2.66,3.38,57.34,16.18,19.14,0.31,32.83333333,2855,188.3,2523.55,31752742.33,26.19333333,17.255,9.98,94.338,1.38,17.36,76.99,94.35,5.7,16.8,20.3,16.54,0,8.2,67.7,17.32,95.76,10.915,6.555,14.76,2.05,9.8,68.9,15.22,104.28,8.8
1204,969.7,100.6,180.5,10.946,56.366,31.343,23.70573,-2.16,-0.11,3.17,3.28,56.95,14.86,14.43,0.95,47,3821.7,342.9,2750.4,81905245.33,15.70166667,8.066666667,3.89,95.192,2.67,17.08,76.22,93.3,4.8,5.8,6.5,17.9,80.95,14.7,58.6,12.1,95.63,7.73,5.275,20.465,1.62,10.6,71.6,10.24,68.92,16
1205,2046.8,109.4,335.4,10.371,55.333,34.007,25.59612,-6.32,-0.61,3.72,4.33,52.86,15.56,16.76,0.1,53.51666667,3659.7,277.3,2895.15,23035861,34.65166667,18.48,13.86166667,95.013,0.94,25.17,70.18,95.35,5,11.1,30.2,16.72,0,11.3,55.4,18.24,85.28,8.54,7.28,10.16,1.13,6.8,59.8,13.9,125.72,13.3
1206,596,100.6,251.8,11.102,58.32,30.254,24.5843,-3.55,-0.51,3.5,4.01,55.1,13.81,14.57,1.74,22.3,4080.2,326.9,2725.85,48400991.33,9.12,5.598333333,2.635,95.474,2.24,18.28,73.19,91.47,4.5,7.9,8.1,16.34,5.7,11.4,56.9,14.52,85.08,8.105,6.815,16.31,1.14,8.6,46.9,4.98,26.94,17
1207,443,103.9,309.5,12.146,61.355,26.361,26.7768,0.76,0.02,4.43,4.42,55.24,12.4,11.49,0.79,61.76666667,4024.5,346.1,2919.25,40925469.33,6.793333333,3.66,2.09,96.219,4.91,17.87,70.3,88.16,3.8,13.4,20.4,20.93,0,5.9,53.4,11.66,91.86,9.195,8.105,19.785,2.95,10,58.5,4.58,26.54,15.7
1208,288.2,99.9,233.4,11.194,58.388,30.057,23.77966,-3.55,-0.46,3.35,3.82,56.06,14.4,13.08,1.82,29.7,3656,294.2,2812.7,35109360.67,5.901666667,3.463333333,1.886666667,96.048,6.97,17.21,68.49,85.7,4,5.4,4.3,20.93,66,70.1,58.2,13.59,94.5,8.725,5.58,21.86,1.65,9.9,55.3,2.84,15.58,19.2
1209,81.8,103,995.1,5.654,45.742,48.581,20.71942,-19.03,-2.31,2.58,4.89,49.85,20.37,26.03,0.97,14.46666667,1832.2,77.5,2190.183333,4534797,0.91,0.91,0.91,94.49,15.64,21.9,62.21,84.12,5.5,8.3,16.4,17.32,113.1,0,46.5,40.18,91.73,14.08,5.255,0,0,0,79.2,0,6.02,23.3
1210,264.7,96.7,113.6,10.631,56.626,32.548,23.85532,-6.26,-0.8,3.14,3.94,59.93,15.84,14.51,0.61,66.26666667,2997.2,240.7,2675.966667,24440001,4.655,3.085,1.31,95.071,8.74,17.73,69.98,87.71,4.9,21.4,14.4,18.67,0,23.7,66,12.64,104.47,7.53,4.64,14.2,1.775,5.9,68.6,1.6,18.32,14.5
1211,174.6,101.8,481.1,11.697,60.644,27.359,26.8169,-4.69,-0.74,4.54,5.28,50.9,12.88,12.06,0.6,46.36666667,2573,176.6,3053.3,11863476.67,4.12,2.746666667,0.916666667,96.501,12.42,16.01,67.78,83.79,3.5,5.8,8.1,21.87,0,25.6,51.8,13.14,92.11,8.905,6.205,12.8,0,10.2,40.9,1.86,7.28,9.4
1212,428.6,101.5,445.5,10.306,55.763,33.81,20.9848,-9.14,-1.18,4.98,6.16,55.74,15.98,15.63,0.38,17.46666667,3434.1,204.3,2720.416667,7604799,9.623333333,5.133333333,3.208333333,95.294,3.31,20.35,75.95,96.3,4.7,6.2,8.6,19.93,45,45,54,18.36,97.64,11.165,6.665,15.75,0,9,67.5,3.84,30.04,13.3
1213,876.7,100.2,234.5,12.968,60.912,25.744,24.80263,-0.34,0.02,3.53,3.52,57.79,12.64,11.77,0.72,35.63333333,3981.1,375.6,2822.433333,39451449.33,11.98666667,7.573333333,3.496666667,95.732,1.66,24.88,66.15,91.03,4.3,8,9.4,18.08,5.8,5.8,52.1,14.38,85.48,7.21,5.115,14.47,0.58,6.4,54.4,5.44,46.74,11.2
1214,117.4,100.3,819.1,11.831,59.291,28.876,23.48659,-8.12,-1.18,3.66,4.84,55.89,13.54,12.67,0.97,41.5,4295.6,331.2,3005.6,12773375,3.636666667,2.373333333,0.636666667,95.021,7.6,20.03,66.56,86.58,5,1.3,2,22.45,0,27.5,57.1,14.72,103.5,8.825,7.53,13.74,1.375,8.2,44,0.94,5.08,28.6
1215,149.2,98.6,143.3,8.565,52.985,38.433,24.18276,-11.52,-1,2.3,3.3,55.65,17.54,19.73,0.35,56.4,2509.4,150.4,2535.183333,8644204,3.088333333,2.45,1.28,95.124,14.29,20.87,62.47,83.34,4.9,19.2,18.2,18.84,173.6,43.4,67.5,18.48,105.04,7.575,4.86,4.34,0,17.4,52.1,2.54,7.32,22.6
1216,106.9,97.9,286.2,7.557,48.787,43.643,20.51622,-11.74,-1.2,2.2,3.4,57.07,20.15,21.09,1.1,15.83333333,1737.6,91.8,2322.366667,6149500.333,1.46,1.46,0.73,94.938,10.44,27.49,61.41,88.9,5.1,16,11.1,17.25,0,68.1,68.3,26.29,103.64,9.47,6.3,10.22,0,13.6,34.1,1.5,3.76,0
1217,717.8,89.6,324.1,11.211,61.551,27.011,27.44653,-2.49,-0.13,3.76,3.89,62.25,14.5,11.27,0.24,89.56666667,2224,225.9,2759.933333,24398719,10.73,5.366666667,2.98,95.21,2.71,17.97,74.07,92.04,4.8,46.8,19.3,16.01,24.9,33.2,66.4,9.56,100.84,5.035,2.52,19.48,0.83,4.1,55.5,3,39.84,9.2
1218,302.6,104.1,486.3,7.519,47.78,44.701,22.28181,-12.12,-1.49,2.31,3.8,55.98,20.43,22.19,0.17,28.23333333,2213.2,103,2342.383333,4586470.667,8.176666667,4.543333333,0.453333333,94.348,4.63,27.25,66.92,94.17,5.7,24.4,39.6,15.27,180.1,90,59.5,25.74,91.53,10.045,4.185,9,0,18,27,5.46,8.2,60.4
1219,133.4,99.9,1341.5,10.078,54.987,33.022,21.7519,-6.63,-0.85,3.45,4.3,53.15,15.1,15.16,1.06,20.96666667,5469.5,351.3,2948.783333,9723900.667,3.735,2.011666667,0.573333333,96.589,9.02,25.53,61.58,87.11,3.4,4.8,4.3,24.31,129.8,43.3,62.5,15.66,95.92,10.41,7.23,8.65,4.33,21.6,34.6,2.9,4.6,13.1
1220,67.3,100,286.2,10.375,52.144,37.416,18.762,-8.6,-1.6,2.45,4.04,58.76,19.59,15.43,1.43,25.46666667,2538,152.8,2831.466667,9593098.333,2.626666667,1.813333333,0.7,96.813,18.2,17.41,61.06,78.47,3.2,8.1,9.4,22.69,853.7,100.4,66.8,13.73,107.38,11.1,6.705,17.575,2.51,5,65.3,0.36,4.58,26.8
1221,145.5,100.5,406.2,11.887,57.68,30.274,24.09404,-5.04,-1.16,4.26,5.42,55.17,15.49,12.74,0.68,37.16666667,2678,195.9,2812.083333,12418907.67,4.273333333,2.006666667,1.006666667,96.958,11.59,11.21,74.09,85.3,3,6.1,6.5,22.17,654.1,68.9,59.3,13.85,95.69,10.02,6.315,18.935,5.165,13.8,37.9,2,5.3,22.7
1222,163.9,100.9,187.3,7.647,46.265,46.067,22.18356,-11.2,-1.3,3.5,4.8,54.54,19.31,24.76,0.39,18.63333333,2478.1,150.2,2312.35,4735360.667,3.55,3.55,1.776666667,93.227,9.12,19.62,70.97,90.59,6.8,34.1,41.7,13.63,110.2,110.2,60.9,31.55,96,11.02,3.86,11.02,11.02,22,33.1,3.54,6.36,23.9
1223,128.3,100.6,939.9,11.268,57.707,30.78,23.04932,-7.82,-1.1,2.94,4.04,55.57,14.04,13.18,0.52,50.66666667,5716.1,366.3,2887.2,9300481.333,3.916666667,3.36,0.876666667,96.241,19.95,22.79,55.86,78.65,3.8,1.1,2.6,26.32,148.6,37.2,62.4,13.82,103.09,10.16,7.73,20.435,1.86,3.7,29.7,0.5,3.72,24.1
1224,490.3,103.6,454.8,14.191,64.725,20.888,29.39194,2.18,0.08,5.89,5.81,59.59,11.01,9.25,0.76,32.93333333,2850.3,281.5,2894.716667,21463170,8.676666667,4.596666667,1.023333333,95.969,2.83,17.94,73.99,91.93,4,17.6,27.8,17.82,125.5,10.5,53.3,13.07,87.12,7.36,5.675,17.77,1.05,6.3,55.4,2.98,27.78,10
1225,403.6,97.8,194.2,10.818,55.839,32.416,22.11041,-4.58,-0.21,4.86,5.08,57.62,15.94,14.35,0.15,88.1,2795.9,223.4,2668.85,11638434,5.88,3.92,2.94,96.124,4.91,17.96,73.31,91.27,3.9,26.3,18.9,18.92,24.3,24.3,55.7,14.81,93.42,9.19,7.075,20.635,2.43,12.1,60.7,4.7,23.9,7.5
1226,358.4,104.5,130,9.936,52.871,36.114,22.24064,-7.15,-0.92,3.51,4.43,59.02,18.52,15.24,0.1,62.3,3051,259,2730.05,6726847.667,10.20333333,4.083333333,2.043333333,95.982,5.98,22.67,68.98,91.65,4,30.9,43.1,17.72,56.5,56.5,61.7,13.24,101.78,9.295,6.555,14.125,0,5.7,50.9,2,17.12,15.6
1227,255.5,90,111.6,6.053,47.308,46.639,23.00832,-18.28,-2.45,1.92,4.38,55.46,19.65,22.24,0.07,25.03333333,4883.9,185.9,2166.25,2258692.667,7.143333333,7.143333333,0,91.907,2.6,25.19,71.98,97.17,8.1,50.7,29.2,10.35,0,278.9,47.9,33.33,86.68,8.65,1.81,0,0,27.9,111.6,7.16,28.56,59.8
1228,101.9,101.2,223.7,9.106,51.49,39.326,20.95185,-7.59,-0.54,3.47,4.02,57.6,19.46,16.13,0.68,40.53333333,2687.4,172.6,2633.783333,9365152,2.796666667,0.93,0.93,97.146,17.42,12.66,68.81,81.47,2.9,13.9,15.2,19.94,319.5,45.6,66.7,15.25,109.05,9.995,6.62,18.26,0,13.7,68.5,1.4,6.8,23.2
1229,115.6,102.8,610.4,11.702,57.081,30.938,22.5771,-5.45,-0.92,3.85,4.77,54.22,14.41,12.23,0.77,32.93333333,2505.8,158.5,2756.4,7863139,4.55,3.033333333,1.01,96.465,20.27,13.39,64.04,77.43,3.5,8.9,13.9,25.44,109,43.6,57.8,11.6,97.59,11.25,6.65,13.08,0,8.7,48,1,5.46,0
1230,1393.2,86.5,185.4,10.704,54.303,33.455,21.9279,-3.69,-0.44,3.88,4.32,61.57,18.18,13.9,0.27,17.33333333,2129,182.3,2569.616667,11424837,21.73333333,13.58,2.716666667,94.483,1.23,24.02,73.07,97.09,5.5,44.2,14.8,15.62,60.5,40.3,66.3,15.17,95.61,6.29,3.56,13.1,2.02,12.1,34.3,16.32,49.54,12
1231,714.7,94.6,272.6,13.101,61.543,25.057,26.93307,0.46,0.38,4.48,4.1,62.92,13.78,9.83,0.38,33.03333333,3276.6,340.6,2759.616667,14758989,8.213333333,5.136666667,2.05,95.219,3.83,20.7,71.43,92.13,4.8,38.8,25.2,17.57,14.3,43,60.8,12.12,96.77,5.08,3.23,15.785,1.43,7.2,48.8,5.1,36.54,5.7
1233,285.7,95.3,277.2,11.333,54.036,34.596,23.46761,-3.54,-0.07,3.6,3.67,60.27,17.76,14.93,0.57,28.86666667,2017.2,149.6,2667.166667,10598719.67,7.685,3.398333333,1.563333333,95.465,10.26,17.95,70.83,88.79,4.5,23.7,14.1,19.54,0,28.6,65,12.35,102.98,8.215,4.27,12.86,2.86,5.7,77.2,1.54,20.74,33
1234,803.8,98.4,235.3,12.212,58.557,28.957,23.56514,-2.14,-0.1,4.01,4.11,70.33,17.49,10.52,0.15,62.03333333,4224.2,489.6,2817.9,12984700.67,12.19,10.83666667,4.06,95.655,2.13,17.06,76.86,93.93,4.3,53.7,49,16.91,33.9,84.7,73.9,6.66,106.47,6.96,2.095,23.705,0,8.5,57.6,6.8,46.08,17.5
1235,263.7,105.3,353.4,12.91,56.989,29.997,22.85824,-3.39,0.05,3.92,3.87,68.89,17.19,11.07,0.92,29.93333333,4753,565.8,2605.4,16602421.67,5.938333333,3.703333333,0.926666667,95.45,4.81,22.53,67.54,90.07,4.6,45.6,56.6,20.45,52.2,69.6,78.2,10.74,112.41,5.2,3.005,15.67,1.74,8.7,50.5,2.22,13.12,17.4
1236,487.4,90.3,194,13.695,59.761,26.508,24.25046,-3.42,-0.44,3.59,4.02,64.6,13.18,11.72,0.51,24.43333333,3390.7,279.8,2534.883333,12460534.67,11.30666667,5.136666667,3.083333333,94.879,7.82,22.29,66.84,89.13,5.1,46.3,30.1,20.44,21.6,43.1,67.5,13,102.84,8.105,2.895,16.17,4.31,0,56,0,27.2,24.4
1303,108.7,99.2,202.6,8.954,60.499,30.154,26.62798,-7.93,-1.24,3.69,4.93,59.13,14.9,11.13,0.54,37.66666667,2429.2,186.6,2666.05,6179340,1.47,1.47,0.63,94.404,15.47,18.45,64.2,82.65,5.6,42.1,29.4,23.09,57.9,0,68.2,15.78,113.97,6.365,3.44,2.895,0,5.8,81,0.48,8.18,38.4
1304,43.8,105.3,30,10.724,56.233,33.043,27.37733,-5.29,0.18,3.42,3.24,55.63,17.31,10.69,0.1,97.23333333,2240.2,155.2,2687.933333,1974522.667,1.32,1.32,0,98.617,42.96,7.01,41.49,48.5,1.4,14.1,30.9,29.45,0,0,,,,4.36,1.5,0,0,0,90.1,0,3.96,90.9
1331,198.5,97.1,422.5,7.387,46.627,45.959,17.53352,-16.13,-1.27,3.38,4.65,52.29,21.15,23.06,0.37,9.6,1742.7,65.9,2917.083333,3469501.333,11.17,4.171666667,3.72,96.155,11.14,33.47,55.34,88.8,3.8,9,3,24.17,136.3,136.3,,,,15.54,3.61,0,0,13.6,54.5,3.6,12.78,29.7
1332,313.2,96.8,678.4,7.485,50.611,41.904,20.12717,-13.53,-1.85,2.26,4.12,55.7,18.91,18.96,0.24,8.366666667,1527.3,59.6,2879.633333,2343513.667,12.84666667,6.42,6.42,92.36,14.37,38.65,46.77,85.42,7.6,15.1,9.1,23.53,0,0,,,,14.02,4.975,0,0,0,67.8,0,18.24,54
1333,187.3,101.4,86,10.918,54.868,34.214,21.30277,-8.3,-1.59,2.79,4.38,54.1,16.52,13.31,0.25,14.73333333,3003.1,156.9,2470.466667,2743648.667,10.45333333,3.483333333,3.483333333,96.14,26.05,28.59,44.57,73.17,3.9,16.3,17.5,28.96,429.8,0,,,,6.235,3.655,0,0,0,107.5,0,17.7,62.8
1334,176.2,99.3,439.9,6.752,49.175,44.073,20.8117,-14.87,-1.32,2.53,3.85,51.52,18.08,21.03,0.28,10.53333333,1707.4,96.2,2497.233333,2605777,4.293333333,4.293333333,0,94.662,10.26,28.63,61.11,89.74,5.3,24.7,29,18.61,219.9,0,,,,13.42,5.5,21.99,0,22,88,4.26,16.1,49.9
1337,355.5,85.9,113.8,12.034,55.733,32.212,21.31128,-1.21,0,3.84,3.84,64.87,15.88,13.91,0.28,37.43333333,1748.9,125.4,2493.166667,6914476,9.863333333,4.931666667,1.233333333,94.212,10.1,19.64,67.18,86.82,5.8,53,25.8,18.46,106.7,0,76.5,11.04,106.14,5.05,2.74,8.89,0,7.1,67.6,2.44,23.48,11
1343,206.1,98.1,1538.1,10.009,54.07,35.92,21.72541,-11.35,-1.92,3.22,5.13,56.02,20.51,13.55,0.14,19.03333333,3899.4,183.8,2469.15,1831020.667,4.753333333,4.753333333,0,95.588,39.21,22.98,37.77,60.74,4.4,16.6,18.1,27.34,236.6,0,,,,9.11,2.72,0,0,0,47.3,0,9.56,65.9
1345,180.3,101.2,1185.3,11.257,54.089,34.654,21.48515,-10.71,-1.54,2.53,4.08,54.73,14.81,16.14,0.47,24.26666667,4368.5,219.6,2602.783333,6476649.333,9.505,2.233333333,1.116666667,95.262,23.28,28.9,47.33,76.23,4.7,9.5,13.6,25.46,125.4,62.7,73.1,19.57,106.71,11.1,5.115,0,0,12.5,56.4,2.24,10.08,36.2
1346,96.4,100.3,504.3,11.402,57.356,31.121,23.53134,-8.7,-1.44,3.87,5.32,53.44,13.82,14.85,1.22,18.63333333,2691,131,2928.066667,7843706.667,5.325,2.525,0.746666667,96.325,20.69,18.96,59.88,78.84,3.7,6.9,8.2,21.96,58,58,63.6,19.68,108.41,11.015,5.68,8.695,0,17.4,34.8,1.7,3.4,37.3
1347,75.7,102.1,1147.5,8.556,54.489,36.956,27.52954,-7.2,0.32,9.7,9.38,53.29,18.19,21.4,0.4,26.06666667,1818.3,83.5,3001.683333,3123375.667,2.47,1.24,1.24,96.446,19.77,21.92,58.2,80.12,3.6,7.5,10.1,19.09,0,168.7,,,,11.725,5.82,0,0,16.9,33.7,1.24,2.48,45.7
1361,340.1,107.3,84.9,9.918,55.638,34.42,24.19507,-8.4,-1.96,5.98,7.94,53.38,15.55,16.22,0.14,23.73333333,2327.9,130.5,2832.133333,3374734.333,11.56333333,7.71,3.853333333,95.205,10.46,15.19,73.55,88.73,4.8,15.7,27.5,23.14,0,121.2,,,,14.61,6.73,12.12,0,24.2,72.7,7.72,21.04,35.2
1362,114.4,90.7,205.1,10.377,49.774,39.848,17.20824,-10.17,-1.58,2.44,4.02,56.69,18.82,19.23,0.7,7.8,1663,74.8,2640.9,3001684.667,8.186666667,2.336666667,2.336666667,95.861,17.13,28.23,54.32,82.54,4.1,30.7,11.8,20.74,0,0,,,,8.715,4.82,0,0,0,61.5,0,7,51.5
1363,48.9,102.1,395.2,10.867,50.63,38.429,16.88456,-8.17,-0.84,3.04,3.88,59.42,19.12,16.05,0.59,18.93333333,1995.3,70.3,2824.75,2809533,4.036666667,2.7,0,96.298,32.94,14.6,51,65.6,3.7,17.6,25.3,28.98,0,247,,,,12.72,3.705,0,0,24.7,24.7,1.14,1.14,64.3
1364,180.7,89.3,51.2,9.857,49.744,40.399,18.12749,-11.39,-0.59,3.05,3.64,60.31,20.8,19.93,0.21,14.76666667,1594.1,72.8,2568.75,2383729.333,12.56,4.19,0,94.779,15.62,27.77,56.39,84.16,5.2,30.4,11.9,21.1,256,0,,,,9.855,3.075,0,0,25.6,25.6,4.24,4.24,0
1367,136.1,101,223,9.405,53.606,36.989,19.30185,-11.31,-1.78,5.84,7.62,51.83,17.14,20.08,0.18,13.75,1663,50.2,2963.116667,2378694,10.15833333,7.613333333,5.078333333,96.698,11.21,12.69,75.72,88.42,3.3,0.2,2.1,24.32,0,0,,,,18.585,10.035,0,0,37.2,111.5,5.1,15.26,0
1370,49.9,97.5,35.5,10.057,52.683,37.26,20.962,-9.02,-0.91,3.07,3.98,57.8,19.53,15.25,0.72,20.9,2811.8,129.2,2655.35,3422831.333,1.69,0.843333333,0,97.313,29.03,13.66,56.35,70.02,2.7,10.3,9.8,26.23,0,0,,,,10.66,3.645,8.885,0,17.8,53.3,0.84,2.58,47.7
1371,61.2,100.1,354.1,8.84,48.802,42.358,17.39637,-11.65,-1.05,2.68,3.73,53.72,19.13,20.69,0.81,21.7,2329.9,87,2585.6,5969168.667,3.61,2.163333333,0.72,97.261,26.98,15.77,57.23,72.99,2.7,8.4,6.9,23.18,0,118,,,,13.575,5.015,0,0,23.6,59,1.4,3.6,55.7
1391,34,93.7,66.7,7.872,51.568,40.56,26.54097,-15.83,-2.2,3.2,5.4,56.1,19.05,22.41,0.56,13.96666667,1397.9,41.9,2786.016667,1684469.333,1.716666667,1.716666667,0,97.211,25.25,14.06,60.55,74.61,2.8,17.6,6.9,24.18,0,0,,,,10.675,1.665,0,0,0,66.7,0,1.76,0
1392,351.3,101.8,1147.6,10.169,52.853,36.978,27.92761,-8.89,-1.12,4.27,5.39,51.24,15.78,20.95,0.12,13.46666667,2056.8,75.4,2771.566667,2081382.333,16.52666667,8.26,8.26,97.006,9.83,22.04,67.62,89.66,3,9.7,13.4,20.09,0,0,,,,13.39,4.46,0,0,0,95.6,0,25.68,86.2
1393,69.6,99.5,129.8,11.291,51.363,37.346,26.18089,-5.17,-1.23,4.38,5.61,50.64,17.41,18.24,0.44,18.33333333,1647.3,54.3,2592.616667,2386581,3.34,3.34,0,97.295,14.43,11.8,73.63,85.42,2.7,8.3,12.8,15.64,0,0,,,,11.355,3.57,0,0,32.4,162.2,0.92,8.38,86.9
1394,65.9,96.5,330.4,10.448,52.364,37.188,19.06308,-8.48,-0.62,3.32,3.94,60.06,19.09,15.2,0.57,15.96666667,2771.2,118,2606.316667,3392980.667,2.78,1.386666667,1.386666667,96.29,28.64,13.48,56.74,70.23,3.7,16.1,11.5,25.37,0,0,,,,12.905,4.025,0,0,20.6,82.6,1.4,5.52,55.5
1395,93.9,98.4,2884.2,13.15,58.35,26.664,22.8292,2.8,-0.26,5.43,5.69,51.37,11.15,10.93,0.25,26.33333333,1807.9,64.4,2819.383333,2751652,3.85,1.923333333,1.923333333,94.921,19.02,8.96,70.79,79.75,5.1,24,22.8,27.31,0,100.85,,,,9.78,6.955,0,0,0,40.3,0,3.86,75.6
1396,58.6,104.3,570.6,11.365,55.397,33.191,21.42088,-3.93,-1.62,3.23,4.85,53.29,14.79,14.08,0.15,31.53333333,4871.2,270.4,2950.816667,1689482,5.55,2.776666667,2.776666667,98.366,42.66,5.33,50.17,55.51,1.6,15.1,21.2,33.24,475.5,0,,,,9.035,7.845,0,0,0,142.7,0,8.34,0
1397,49,120.1,2779.2,12.743,63.031,24.227,28.92363,-6.24,-1.15,4.67,5.82,43.53,9.98,8.44,0.15,36.1,1295.9,75.2,2870,1594915.667,2.323333333,2.323333333,2.323333333,98.618,29.84,7.01,62.65,69.66,1.4,9.3,39.3,38.53,524.4,0,,,,14.155,7.345,0,0,0,104.9,0,4.68,0
